URL da manifestação,Titulo,categoria,Situação,Registro,Alteração,Tipo,Nº Mês
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150813173235,Poda de galhos de árvore,PODA,Aceito,13/08/15,20/08/2015 15:17,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150731103708,poda de galhos de árvores e limpeza de logradouro público,PODA,Tramitando,31/07/15,20/08/2015 10:22,Solicitação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150727145141,PODA DE MANUTENÇÃO EM VIA PÚBLICA,PODA,Tramitando,27/07/15,06/08/2015 13:38,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150721094934,Programa para o Idoso,ESPORTE-LAZER,Pendente,21/07/15,21/07/2015 09:49,Solicitação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150729232746,protocolo dado como concluido no 156,156,Pendente,29/07/15,29/07/2015 23:27,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803112423,Protocolos 156 não atendidos,156,Pendente,03/08/15,03/08/2015 11:24,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150623112501,Protocolos 156 sem reposta e depois de 8 meses dão resposta evasiva,156,Pendente,23/06/15,23/06/2015 11:25,Denúncia,6
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150730162448,PUBLICIDADE IRREGULAR EM VIA PÚBLICA,POSTURA,Resolvida,30/07/15,06/08/2015 14:24,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150701092358,Quebra de sigilo 156,156,Resolvida,01/07/15,24/07/2015 10:37,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150824141904,Reclamação de lixo acumulado em terreno particular,LIXO,Pendente,24/08/15,24/08/2015 14:19,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803115301,Reclamação de Protocolo não atendido,156,Tramitando,03/08/15,20/08/2015 10:17,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803145738,Reclamação sobre transito não atentido,SETRAN,Aceito,03/08/15,03/08/2015 14:59,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150714095653,Recolha de poda,LIXO,Tramitando,14/07/15,15/07/2015 12:01,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150723175821,recolha de poda,LIXO,Tramitando,23/07/15,20/08/2015 11:08,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150701114446,Recolhimento de lixo e lixo reciclável,LIXO,Tramitando,01/07/15,15/07/2015 11:42,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150713100111,Recolhimento de lixo vegetal,LIXO,Tramitando,13/07/15,06/08/2015 13:47,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150706174504,Recolhimento de poda de vegetação,LIXO,Tramitando,06/07/15,06/08/2015 11:41,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150806160655,Recuperação de Passeio,OBRAS,Tramitando,06/08/15,06/08/2015 16:51,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150820090506,RECUPERAÇÃO DE TUBULAÇÃO ATÉ 80CM,OBRAS,Aceito,20/08/15,20/08/2015 15:57,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150520142813,Redutor de Velocidade,OBRAS,Resolvida,20/05/15,11/06/2015 15:54,Solicitação,5
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150521093955,Redutor de velocidade,OBRAS,Resolvida,21/05/15,11/06/2015 16:21,Solicitação,5
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150522141747,Ref. Lei 13.805/2011,SETRAN,Resolvida,22/05/15,11/06/2015 16:30,Solicitação,5
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150520154802,Reforma e revitalização,OBRAS,Resolvida,20/05/15,08/06/2015 10:13,Solicitação,5
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150731164309,Reitero solicitação de audiência pública com senhor ouvidor!,CMC,Resolvida,31/07/15,03/08/2015 11:23,Solicitação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150730113913,RELOCAÇÃO DE CAIXA DE CAPTAÇÃO,OBRAS,Tramitando,30/07/15,06/08/2015 14:10,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150811151154,Remoção de Toco,PODA,Tramitando,11/08/15,20/08/2015 15:11,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150727102546,RESÍDUOS VEGETAIS DE JARDIM,LIXO,Tramitando,27/07/15,06/08/2015 13:34,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150609115654,respostas?,OUVIDORIA,Resolvida,09/06/15,23/07/2015 13:57,Solicitação,6
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150807201955,Restaurantes Populares,RESTAURANTES,Resolvida,07/08/15,10/08/2015 14:02,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150721133630,Retirada de sinalização,URBS,Tramitando,21/07/15,06/08/2015 16:19,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150713155450,Retirar cachorros do terminal do Bairro Alto,ANIMAIS,Pendente,13/07/15,13/07/2015 15:54,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150824151751,Revestimento asfáltico,OBRAS,Pendente,24/08/15,24/08/2015 15:17,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150708141238,ROÇADA DE MATO,PODA,Tramitando,08/07/15,06/08/2015 13:31,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150624113733,Roçada de mato,PODA,Aceito,24/06/15,15/07/2015 11:48,Solicitação,6
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150811105854,Rua Fechada,OBRAS,Pendente,11/08/15,11/08/2015 10:58,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150521102457,Sanção para descumprimento da Lei,POSTURA,Resolvida,21/05/15,11/06/2015 16:24,Dúvida,5
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150520153946,Semáforo,SETRAN,Resolvida,20/05/15,08/06/2015 10:17,Reclamação,5
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150520154159,Semáforo,SETRAN,Resolvida,20/05/15,08/06/2015 10:18,Solicitação,5
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150724222907,Senhor ouvidor de Curitiba solicitamos respostas e soluções!!!!,OUVIDORIA,Aceito,24/07/15,27/07/2015 14:05,Solicitação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150721171835,será que nem a ouvidoria funciona??solicito resposta do senhor ouvidor,OUVIDORIA,Pendente,21/07/15,21/07/2015 17:18,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150603174849,serviço de protocolo de requerimentos,PREFEITURA,Aceito,03/06/15,11/06/2015 16:39,Reclamação,6
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803150513,SETRAN - falta de atendimento !!!,SETRAN,Aceito,03/08/15,04/08/2015 13:14,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150527145637,SIC Serviço de Informação ao Cidadão da CMC,CMC,Tramitando,27/05/15,16/07/2015 10:00,Reclamação,5
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150724095132,SOLICITA A TROCA DE LÂMPADA QUEIMADA.,ILUMINAÇÃO,Tramitando,24/07/15,06/08/2015 13:27,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150727103421,SOLICITA A TROCA DE LÂMPADA QUEIMADA.,ILUMINAÇÃO,Tramitando,27/07/15,10/08/2015 14:22,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150706091517,SOLICITA COLETA DE CALIÇAS.,LIXO,Tramitando,06/07/15,15/07/2015 11:58,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150814153916,SOLICITA COLETA DE CALIÇAS.,LIXO,Aceito,14/08/15,20/08/2015 15:33,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150727102150,SOLICITA COLETA DE CALIÇAS.,LIXO,Tramitando,27/07/15,06/08/2015 13:31,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150818142337,SOLICITA COLETA DE LIXOS VEGETAIS.,LIXO,Aceito,18/08/15,20/08/2015 15:46,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150526123726,solicitação 156 sem respostas,156,Aceito,26/05/15,02/06/2015 09:06,Reclamação,5
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150729225636,Solicitação audiência publica com o senhor ouvidor,OUVIDORIA,Resolvida,29/07/15,06/08/2015 14:15,Solicitação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150814112959,Solicitação de cópia de documento e informação ( lei 12.527/11),LAI,Pendente,14/08/15,14/08/2015 11:29,Pedido de acesso à informação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150703112638,Solicitação de mudanças no formulario ( requerimento) ouvidoria,OUVIDORIA,Tramitando,03/07/15,06/07/2015 14:20,Solicitação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150618123604,solicitação de providências a ouvidoria,156,Pendente,18/06/15,18/06/2015 12:36,Reclamação,6
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150618134915,solicitação de providências a ouvidoria,156,Pendente,18/06/15,18/06/2015 13:49,Denúncia,6
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150713180342,Solicitaçao de providências a ouvidoria:Dão situaçao como concluida sem fazer nada,156,Pendente,13/07/15,13/07/2015 18:03,Denúncia,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150811123228,Solicitação de providências ao senhor ouvidor de Curitiba!,156,Pendente,11/08/15,11/08/2015 12:32,Denúncia,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150626150732,Solicitação de providências e investigação,156,Pendente,26/06/15,26/06/2015 15:07,Reclamação,6
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805190247,Solicitação de resposta pelo senhor ouvidor Curitiba!,OUVIDORIA,Resolvida,05/08/15,06/08/2015 14:20,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805231752,Solicitação de respostas e análise do senhor ouvidor!,OUVIDORIA,Pendente,05/08/15,06/08/2015 16:46,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150810085949,Solicitação de troca de lâmpada não atendida,ILUMINAÇÃO,Tramitando,10/08/15,20/08/2015 11:17,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150729233604,solicitação no 156 dado como concluido.por que?,156,Pendente,29/07/15,29/07/2015 23:36,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150625160600,Solicito providências a ouvidoria com a urgência que o caso requer,156,Pendente,25/06/15,25/06/2015 16:06,Denúncia,6
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150520152516,Som alto,SOM ALTO,Resolvida,20/05/15,11/06/2015 15:57,Reclamação,5
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150522113141,Som alto,SOM ALTO,Tramitando,22/05/15,10/07/2015 16:41,Reclamação,5
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150728104419,Som alto,SOM ALTO,Tramitando,28/07/15,03/08/2015 11:39,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150630114511,Som Alto,SOM ALTO,Aceito,30/06/15,30/06/2015 11:55,Solicitação,6
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150701093329,Tapa buraco,OBRAS,Tramitando,01/07/15,03/08/2015 15:57,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150706101244,Tapa buraco,OBRAS,Tramitando,06/07/15,06/08/2015 11:37,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150708141937,Tapa buraco,OBRAS,Tramitando,08/07/15,06/08/2015 13:34,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150720105636,Tapa buraco,OBRAS,Tramitando,20/07/15,06/08/2015 15:56,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150721133358,Tapa buraco,OBRAS,Tramitando,21/07/15,06/08/2015 16:20,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150728155347,Tapa buraco,OBRAS,Tramitando,28/07/15,06/08/2015 13:51,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150630115225,Táxis,URBS,Aceito,30/06/15,30/06/2015 11:52,Sugestão,6
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150520151635,Terreno baldio,LIXO,Resolvida,20/05/15,08/06/2015 10:15,Reclamação,5
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150625173031,Transparência nas solicitações do cidadão.,LAI,Pendente,25/06/15,25/06/2015 17:30,Solicitação,6
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150525172935,Trasparencia e eficiencia serviço público,LAI,Tramitando,25/05/15,21/07/2015 14:28,Reclamação,5
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150701145318,Troca de lampada,ILUMINAÇÃO,Tramitando,01/07/15,15/07/2015 11:38,Solicitação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150707155401,Troca de lampada,ILUMINAÇÃO,Tramitando,07/07/15,06/08/2015 11:47,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803113430,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,03/08/15,06/08/2015 15:14,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803113107,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,03/08/15,06/08/2015 15:48,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150804104208,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,04/08/15,06/08/2015 16:00,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805162335,troca de lâmpada,ILUMINAÇÃO,Pendente,05/08/15,05/08/2015 16:23,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805091739,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,05/08/15,06/08/2015 16:09,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150806132727,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,06/08/15,06/08/2015 13:27,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150806105508,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,06/08/15,06/08/2015 16:31,Denúncia,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150806160330,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,06/08/15,06/08/2015 16:47,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150806144506,Troca de lâmpada,ILUMINAÇÃO,Tramitando,06/08/15,20/08/2015 11:17,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150709164122,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,09/07/15,06/08/2015 11:44,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150709163235,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,09/07/15,06/08/2015 11:56,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150709145724,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,09/07/15,06/08/2015 13:35,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150710095035,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,10/07/15,06/08/2015 13:39,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150710084004,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,10/07/15,14/07/2015 15:20,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150810133914,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,10/08/15,20/08/2015 10:57,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150713102149,Troca de Lâmpada,ILUMINAÇÃO,Resolvida,13/07/15,04/08/2015 09:25,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150713110626,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,13/07/15,06/08/2015 13:52,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150814133226,Troca de Lâmpada,ILUMINAÇÃO,Aceito,14/08/15,20/08/2015 15:22,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150717114705,Troca de lâmpada,ILUMINAÇÃO,Tramitando,17/07/15,20/08/2015 11:10,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150817151102,Troca de Lâmpada,ILUMINAÇÃO,Aceito,17/08/15,20/08/2015 15:40,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150819104316,Troca de Lâmpada,ILUMINAÇÃO,Aceito,19/08/15,20/08/2015 15:48,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150819110136,Troca de Lâmpada,ILUMINAÇÃO,Aceito,19/08/15,20/08/2015 15:49,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150720103959,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,20/07/15,06/08/2015 15:51,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150720105947,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,20/07/15,06/08/2015 16:10,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150820085652,Troca de Lâmpada,ILUMINAÇÃO,Aceito,20/08/15,20/08/2015 15:56,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150820105510,Troca de Lâmpada,ILUMINAÇÃO,Aceito,20/08/15,20/08/2015 15:58,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150820134901,Troca de Lâmpada,ILUMINAÇÃO,Aceito,20/08/15,21/08/2015 08:52,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150721103654,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,21/07/15,06/08/2015 16:16,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150721140520,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,21/07/15,06/08/2015 16:29,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150721163536,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,21/07/15,06/08/2015 16:31,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150721171949,Troca de lâmpada,ILUMINAÇÃO,Resolvida,21/07/15,07/08/2015 09:44,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150722093246,Troca de Lâmpada,ILUMINAÇÃO,Resolvida,22/07/15,07/08/2015 09:46,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150824153146,Troca de lâmpada,ILUMINAÇÃO,Aceito,24/08/15,24/08/2015 15:33,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150727161422,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,27/07/15,06/08/2015 13:41,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150728145753,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,28/07/15,06/08/2015 13:44,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150729134043,Troca de Lâmpada,ILUMINAÇÃO,Tramitando,29/07/15,06/08/2015 16:15,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803150857,Troca de lâmpada - manifestação por email,ILUMINAÇÃO,Tramitando,03/08/15,06/08/2015 15:44,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150807220146,Troca de lâmpada ou defeito,ILUMINAÇÃO,Tramitando,07/08/15,20/08/2015 12:05,Denúncia,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150730105418,Troca de lâmpada urgente,ILUMINAÇÃO,Tramitando,30/07/15,06/08/2015 13:58,Denúncia,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805163217,troca de lâmpadas,ILUMINAÇÃO,Tramitando,05/08/15,19/08/2015 14:28,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805163058,troca de lâmpadas,ILUMINAÇÃO,Rejeitado,05/08/15,19/08/2015 14:29,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150807171103,troca de lâmpadas,ILUMINAÇÃO,Tramitando,07/08/15,13/08/2015 09:04,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150812163908,Troca de Lâmpadas,ILUMINAÇÃO,Aceito,12/08/15,20/08/2015 15:16,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150804144720,Troca de lâmpadas e manutenção elétrica,ILUMINAÇÃO,Pendente,04/08/15,04/08/2015 14:47,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150813173747,Troca de lâmpadas e manutenção rede elétrica,ILUMINAÇÃO,Aceito,13/08/15,20/08/2015 15:18,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150630113631,Vacinação moradores de rua,SAÚDE,Aceito,30/06/15,01/07/2015 11:32,Solicitação,6
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150817155325,Vagas para Deficientes,URBS,Aceito,17/08/15,20/08/2015 15:45,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150715144646,Verificação caixa telefonia,OBRAS,Pendente,15/07/15,15/07/2015 14:46,Reclamação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150812104433,Vigilância Sanitária em Residências,VIG.SANITÁRIA,Tramitando,12/08/15,20/08/2015 11:20,Reclamação,8
